Angle,10,20,30,40,50,60,70,80,90
SinAngle,0.17,0.34,0.50,0.64,0.77,0.87,0.94,0.98,1.00
Acceleration,1.70175214113592,3.35179740459155,4.9,6.29931857492809,7.50723554256598,8.4870489570875,9.2089876837019,9.65111597951964,9.8
Time,1.0840937608317,0.772460209682989,0.63887656499994,0.563466643682606,0.516148865041994,0.485441212813464,0.466024824703558,0.45522513198747,0.451753951452626
k,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
