Angle,10,20,30,40,50,60,70,80,90
SinAngle,0.17,0.34,0.50,0.64,0.77,0.87,0.94,0.98,1.00
Acceleration,1.13064616428289,2.46913580246914,3.85802469135802,5.03905265810028,8,10.8166576527853,11.8976799524093,12.5,13.8504155124654
Time,1.33,0.90,0.72,0.63,0.50,0.43,0.41,0.40,0.38
k,6.51113175775186,7.21927012385947,7.71604938271605,7.8393742850109,10.4432583146582,12.4900004151352,12.6612465493862,12.6928326485718,13.8504155124654
